District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),humidity_max (%),wind_speed_max (Kmph),wind_speed_min (Kmph)
Adilabad,Gadiguda,02-03-2020,0,19.4,34.4,32.3,80.7,2.2,0
Adilabad,Gadiguda,03-03-2020,0,21.1,35.3,34.1,83.2,2.6,0
Adilabad,Gadiguda,04-03-2020,0,17.5,35.6,31.9,89,1.4,0
Adilabad,Gadiguda,05-03-2020,0,14.5,36.3,24.9,72.3,2.2,0
Adilabad,Gadiguda,06-03-2020,0,21.3,34.3,25.5,84.9,1.7,0
Adilabad,Gadiguda,07-03-2020,0,20,34,31.9,79.8,3.5,0
Adilabad,Gadiguda,08-03-2020,0,21.3,34.1,33.7,82,2.1,0
Adilabad,Gadiguda,09-03-2020,0,21.7,33.7,47.4,94.2,1.8,0
Adilabad,Gadiguda,10-03-2020,0,21.7,33.2,58.3,93.4,3.6,0
Adilabad,Gadiguda,11-03-2020,0,24,36.4,35,84.7,2.1,0
Adilabad,Gadiguda,12-03-2020,0,21.7,36.3,40.1,83,3.9,0
Adilabad,Gadiguda,13-03-2020,0,23.9,35.9,37.3,84.6,2.2,0
Adilabad,Gadiguda,14-03-2020,0,21.8,33,52.5,96,1.4,0
Adilabad,Gadiguda,15-03-2020,0,21.6,32.5,58,90.3,0.9,0
Adilabad,Gadiguda,16-03-2020,0,20.9,34.2,46.7,89.8,1.9,0
Adilabad,Gadiguda,17-03-2020,0,20.5,35.9,41.1,91.8,1.8,0
Adilabad,Gadiguda,18-03-2020,0,20.7,35.8,38,94.4,2.3,0
Adilabad,Gadiguda,19-03-2020,0,21,35.5,39.5,95.2,1.9,0
Adilabad,Gadiguda,20-03-2020,0,19.4,37.4,31.2,91.7,1.5,0
Adilabad,Gadiguda,21-03-2020,0,19.6,37.2,38.7,89.5,2.7,0
Adilabad,Gadiguda,22-03-2020,0,16.4,35.7,27.8,83.6,2.2,0
Adilabad,Gadiguda,23-03-2020,0,17.7,36.7,19.2,82.7,1.2,0
Adilabad,Gadiguda,24-03-2020,0,22.4,37.8,26.8,84.2,1.5,0
Adilabad,Gadiguda,25-03-2020,0,21.7,37.9,29.5,90.5,1.8,0
Adilabad,Gadiguda,26-03-2020,0,21.5,37.3,30.7,84.9,2.9,0
Adilabad,Gadiguda,27-03-2020,0,21.6,37.8,31.5,86.7,0.9,0
Adilabad,Gadiguda,28-03-2020,0,22.9,38.2,28.4,81,2.2,0
Adilabad,Gadiguda,29-03-2020,0,22.3,37.5,33.6,89.1,4.7,0
Adilabad,Gadiguda,30-03-2020,0,21.6,37.8,36.4,84.1,2.5,0
Adilabad,Gadiguda,31-03-2020,1.5,21.6,37.9,31.9,92,3.5,0
Adilabad,Narnoor,01-01-2020,0,19.4,25.3,72.9,93.8,3.3,0
Adilabad,Narnoor,02-01-2020,0,19.4,27.6,64.4,95.4,3.6,0
Adilabad,Narnoor,03-01-2020,18.3,16.1,26.9,73.8,97.9,3,0
Adilabad,Narnoor,04-01-2020,2.4,15.5,19.1,94.6,98.7,1.4,0
Adilabad,Narnoor,05-01-2020,0,14.7,22.9,65.8,98.2,2.5,0
Adilabad,Narnoor,06-01-2020,0,13.2,24.3,54.8,87.1,2.5,0
Adilabad,Narnoor,07-01-2020,0,16.3,27.6,48.9,90.2,2.7,0
Adilabad,Narnoor,08-01-2020,0,20.7,26.6,63.8,94.8,2.9,0
Adilabad,Narnoor,09-01-2020,0.3,19.9,26.8,69.5,95.9,2.8,0
Adilabad,Narnoor,10-01-2020,2.9,11.8,22.1,87.4,95.1,2.5,0
Adilabad,Narnoor,11-01-2020,0,10.1,23.9,61,91.8,1.3,0
Adilabad,Narnoor,12-01-2020,0,10.6,26,39.1,87.7,2.3,0
Adilabad,Narnoor,13-01-2020,0,11.5,26.1,39.7,77.2,2.5,0
Adilabad,Narnoor,14-01-2020,0,14.1,29.4,22.6,76.1,1.8,0
Adilabad,Narnoor,15-01-2020,0,15.7,29.7,37.3,96.6,2.1,0
Adilabad,Narnoor,16-01-2020,0,16.3,29.1,38.5,95.2,2.7,0
Adilabad,Narnoor,17-01-2020,0,18.2,27.5,49.3,95.3,5,0
Adilabad,Narnoor,18-01-2020,0,17.5,27.9,54.6,95.4,3.3,0
Adilabad,Narnoor,19-01-2020,0,17.4,28.6,54.9,96,2.7,0
Adilabad,Narnoor,20-01-2020,0,15.1,28.6,52.1,98.1,1.4,0
Adilabad,Narnoor,21-01-2020,0,16.2,25.7,76,98.3,2,0
Adilabad,Narnoor,22-01-2020,0,18.1,30,51.9,95.8,4.8,0
Adilabad,Narnoor,23-01-2020,0,17.5,28.1,62,94.4,2.1,0
Adilabad,Narnoor,24-01-2020,0,15.9,30,42.9,96,1.3,0
Adilabad,Narnoor,25-01-2020,0,15.9,30,43.3,95.1,5.9,0
Adilabad,Narnoor,26-01-2020,0,15.8,29.8,36.3,92.6,16.1,0
Adilabad,Narnoor,27-01-2020,0,13.8,29.8,30.5,84.2,5.2,0
Adilabad,Narnoor,28-01-2020,0,20.8,32.6,27.1,78.1,5.7,0
Adilabad,Narnoor,29-01-2020,0,16.8,30.5,42.3,84.9,5.2,0
Adilabad,Narnoor,30-01-2020,0,14.1,28.2,42.8,93.1,7.5,0
Adilabad,Narnoor,31-01-2020,0,11.7,27,45.3,87.7,9.2,0
Adilabad,Narnoor,01-02-2020,0,16.6,28.2,37.6,76.1,3.8,0
Adilabad,Narnoor,02-02-2020,0,16.4,27.4,55.5,80.2,4.8,0
Adilabad,Narnoor,03-02-2020,0,18.6,27.3,56.5,83.3,2.2,0
Adilabad,Narnoor,04-02-2020,0,19.3,28.8,50,95.6,3.4,0
Adilabad,Narnoor,05-02-2020,0,18.2,31,46.2,89.2,9.5,0
Adilabad,Narnoor,06-02-2020,0,17.6,29.7,49.1,92.2,3.6,0
Adilabad,Narnoor,07-02-2020,0,17.3,30.9,41.3,95.8,6.8,0
Adilabad,Narnoor,08-02-2020,0,18.1,30.4,50.1,97.5,6.9,0
Adilabad,Narnoor,09-02-2020,4.5,15.8,21.2,88.1,97.7,4,0
Adilabad,Narnoor,10-02-2020,0,14.6,25,66.1,97.8,2.5,0
Adilabad,Narnoor,11-02-2020,0,16.7,26.6,59.9,86.5,1.8,0
Adilabad,Narnoor,12-02-2020,0,18.1,28,55.7,88.1,2.9,0
Adilabad,Narnoor,13-02-2020,0,14.8,30.4,36.2,67.7,6.1,0
Adilabad,Narnoor,14-02-2020,0,16,30.8,30.4,80.9,1.7,0
Adilabad,Narnoor,15-02-2020,0,16.9,31.9,26.1,61.5,2.9,0
Adilabad,Narnoor,16-02-2020,0,16.8,32.6,32.3,76.2,1.3,0
Adilabad,Narnoor,17-02-2020,0,17.7,32.3,30.1,62.7,2.5,0
Adilabad,Narnoor,18-02-2020,0,16.1,32.4,22.2,57.7,2.7,0
Adilabad,Narnoor,19-02-2020,0,14.5,32.2,16.2,68.3,2.5,0
Adilabad,Narnoor,20-02-2020,0,18.5,32.1,27.4,90.8,2,0
Adilabad,Narnoor,21-02-2020,0,20.1,29.7,47,91.3,3.9,0
Adilabad,Narnoor,22-02-2020,0,19.2,29.1,48.3,81.4,4.1,0
Adilabad,Narnoor,23-02-2020,0,18.6,31.5,40.7,83.3,3,0
Adilabad,Narnoor,24-02-2020,0,20.4,31,40.6,79.2,3.8,0
Adilabad,Narnoor,25-02-2020,0.7,19.5,32.2,37.1,82.6,4.1,0
Adilabad,Narnoor,26-02-2020,0,16.7,30.5,29.2,69.8,2.1,0
Adilabad,Narnoor,27-02-2020,0,19.3,30.3,23,43.2,3.9,0
Adilabad,Narnoor,28-02-2020,0,16.5,31.1,24.2,61.7,1.8,0
Adilabad,Narnoor,29-02-2020,0,17.9,31.2,38.7,83.3,3.2,0
Adilabad,Narnoor,01-03-2020,0,19,31.4,40.9,86.7,3.5,0
Adilabad,Narnoor,02-03-2020,0,20.1,30.8,45.7,83.6,3.3,0
Adilabad,Narnoor,03-03-2020,0,21.1,31.5,44.2,81.6,3,0
Adilabad,Narnoor,04-03-2020,0,20.3,33.5,31.5,86.4,3.4,0
Adilabad,Narnoor,05-03-2020,0,17.3,33.4,27,64.8,2.9,0
Adilabad,Narnoor,06-03-2020,0,22.4,32.9,26.5,90.3,2.9,0
Adilabad,Narnoor,07-03-2020,0,22.5,31.2,35.3,91.9,4.4,0
Adilabad,Narnoor,08-03-2020,0,21.6,32.7,37.2,93.3,2.2,0
Adilabad,Narnoor,09-03-2020,0,21.2,31.9,46.8,91.1,3.7,0
Adilabad,Narnoor,10-03-2020,0,22.3,31.3,53.6,85.7,3.2,0
Adilabad,Narnoor,11-03-2020,0,22.8,33.2,41.7,82.3,4,0
Adilabad,Narnoor,12-03-2020,0,22,32,47.5,88.7,3.1,0
Adilabad,Narnoor,13-03-2020,0,22.6,30.8,45.5,87.5,3.3,0
Adilabad,Narnoor,14-03-2020,0,21.8,31.8,54.4,92.5,3,0
Adilabad,Narnoor,15-03-2020,0,21.2,31.4,54,86.2,2.6,0
Adilabad,Narnoor,16-03-2020,4.3,21.4,32.9,41.8,82.9,4.3,0
Adilabad,Narnoor,17-03-2020,0,21.5,33,40.2,79.7,3.1,0
Adilabad,Narnoor,18-03-2020,1.9,21.5,34.1,38.6,86.6,3.9,0
Adilabad,Narnoor,19-03-2020,0,22.2,34.3,28.6,82.7,3.3,0
Adilabad,Narnoor,20-03-2020,0,21.5,35.1,34.8,74.5,3.3,0
Adilabad,Narnoor,21-03-2020,0,22,35.3,29.8,80.8,3.2,0
Adilabad,Narnoor,22-03-2020,0,19.2,34.6,29.1,73.4,2.8,0
Adilabad,Narnoor,23-03-2020,0,21.5,35.6,23.9,77.8,2.3,0
Adilabad,Narnoor,24-03-2020,0,22.4,35.1,32.4,80.6,3.3,0
Adilabad,Narnoor,25-03-2020,0,22,35.2,33.7,71.6,3.4,0
Adilabad,Narnoor,26-03-2020,2.3,20.9,34.6,39.3,83.6,2.9,0
Adilabad,Narnoor,27-03-2020,0,22.7,35.6,33.4,73.1,3.2,0
Adilabad,Narnoor,28-03-2020,0,22.9,36.5,31.2,73.5,3.1,0
Adilabad,Narnoor,29-03-2020,1.4,22.4,36.6,33.4,75.4,2.7,0
Adilabad,Narnoor,30-03-2020,0,21.5,35.9,35.6,78.1,3.8,0
Adilabad,Narnoor,31-03-2020,1.9,22.3,36.1,34.2,82.3,2.8,0
Adilabad,Inderavelly,01-01-2020,0,18.8,25.3,75.5,93.9,15.4,0
Adilabad,Inderavelly,02-01-2020,2.8,18.9,30,69.9,99.9,10.6,0
Adilabad,Inderavelly,03-01-2020,4.8,16.7,28.1,78.4,99.9,11.9,0
Adilabad,Inderavelly,04-01-2020,0,16.3,21.8,91.4,99.9,8.9,0
Adilabad,Inderavelly,05-01-2020,0,16.5,24.9,78.9,99.9,13,0
Adilabad,Inderavelly,06-01-2020,0,15,24.9,55.2,90.4,14.5,0
Adilabad,Inderavelly,07-01-2020,0,16.4,28.1,45.9,90.7,9,0
Adilabad,Inderavelly,08-01-2020,0,20.3,30.4,61.8,99.9,7.6,0
Adilabad,Inderavelly,09-01-2020,0.4,20.1,29.7,65.5,99.9,11.6,0
Adilabad,Inderavelly,10-01-2020,0,13.3,24.9,78.6,99.9,12.3,0
Adilabad,Inderavelly,11-01-2020,0,12.8,25,53.9,88.1,15.1,0
Adilabad,Inderavelly,12-01-2020,0,14.5,27.6,40.8,74.2,11.7,0
Adilabad,Inderavelly,13-01-2020,0,14.2,27.5,18,80.1,14.6,0
Adilabad,Inderavelly,14-01-2020,0,15,30.1,17.2,74.9,7.5,0
Adilabad,Inderavelly,15-01-2020,0,19.1,32.3,39.1,88.9,9.2,0
Adilabad,Inderavelly,16-01-2020,0,15.7,30.7,46.8,96.4,10.8,0
Adilabad,Inderavelly,17-01-2020,0,19.1,29.1,42.7,88.2,15.2,0
Adilabad,Inderavelly,18-01-2020,0,17.6,29.6,62.2,91.1,10.8,0
Adilabad,Inderavelly,19-01-2020,0,18.3,30.6,54.1,93.8,10.7,0
Adilabad,Inderavelly,20-01-2020,0,17,30.2,49.2,92.8,11.8,0
Adilabad,Inderavelly,21-01-2020,0,17.1,27.9,63.9,83.7,10.1,0
Adilabad,Inderavelly,22-01-2020,0,19.7,30.8,54.6,95.5,9.3,0
Adilabad,Inderavelly,23-01-2020,0,20.1,30.2,56.4,91,11.4,0
Adilabad,Inderavelly,24-01-2020,0,17.9,32.6,41,90.4,12,0
Adilabad,Inderavelly,25-01-2020,0,17.5,31.4,40.7,91,11.5,0
Adilabad,Inderavelly,26-01-2020,0,17.2,32.3,43.3,87,12,0
Adilabad,Inderavelly,27-01-2020,0,19.3,32.5,30.5,74.7,10,0
Adilabad,Inderavelly,28-01-2020,0,20.7,32.9,30.7,78.1,11.7,0
Adilabad,Inderavelly,29-01-2020,0,18.7,32.5,38.6,74.7,7.2,0
Adilabad,Inderavelly,30-01-2020,0,16.2,30.1,42.2,79.9,10.8,0
Adilabad,Inderavelly,31-01-2020,0,15.4,27.5,46.1,73,14.5,0
Adilabad,Inderavelly,01-02-2020,0,18,30.1,39.1,68.8,11.9,0
Adilabad,Inderavelly,02-02-2020,0,18.5,29.8,51.4,68.9,19.6,0
Adilabad,Inderavelly,03-02-2020,0,19.1,29.7,56.7,76.4,14.2,0
Adilabad,Inderavelly,04-02-2020,0,18.5,30.3,46.3,92.7,11.8,0
Adilabad,Inderavelly,05-02-2020,0,19.7,32.7,46.5,96.5,11.7,0
Adilabad,Inderavelly,06-02-2020,0,18.4,32.3,54.1,84.8,13.4,0
Adilabad,Inderavelly,07-02-2020,0,16.7,32.8,37.3,97.1,11.8,0
Adilabad,Inderavelly,08-02-2020,0,20.7,32.5,46.5,98.5,14.8,0
Adilabad,Inderavelly,09-02-2020,1.4,16.7,22.4,77.7,99.9,15,0
Adilabad,Inderavelly,10-02-2020,0,15.1,28.1,61.9,94.9,14.2,0
Adilabad,Inderavelly,11-02-2020,0,19.7,30.1,54.9,77.3,7.8,0
Adilabad,Inderavelly,12-02-2020,0,18.2,30.7,50.8,81.3,11.8,0
Adilabad,Inderavelly,13-02-2020,0,17.7,32.6,34.2,77.3,9.6,0
Adilabad,Inderavelly,14-02-2020,0,15.5,32.8,30.5,79,8.6,0
Adilabad,Inderavelly,15-02-2020,0,18,32.6,24.4,74.4,14.2,0
Adilabad,Inderavelly,16-02-2020,0,15.9,32.6,30.7,81,15.2,0
Adilabad,Inderavelly,17-02-2020,0,21.8,34.7,30.7,61.9,11.3,0
Adilabad,Inderavelly,18-02-2020,0,18,33.3,22.7,60.4,13.6,0
Adilabad,Inderavelly,19-02-2020,0,19.3,32.6,13.8,68,13.8,0
Adilabad,Inderavelly,20-02-2020,0,21.3,35.6,16.7,83.4,12.3,0
Adilabad,Inderavelly,21-02-2020,0,19.6,32.8,46.5,91.1,13.9,0
Adilabad,Inderavelly,22-02-2020,0,20.3,32.1,47.2,80.3,14,0
Adilabad,Inderavelly,23-02-2020,0,20.7,34.5,36.3,78.1,10.8,0
Adilabad,Inderavelly,24-02-2020,0,21.1,33.4,34.6,78.1,10.8,0
Adilabad,Inderavelly,25-02-2020,0,20.9,35.7,33.5,75.7,11.1,0
Adilabad,Inderavelly,26-02-2020,0,21.5,32.6,29.6,69.4,13.8,0
Adilabad,Inderavelly,27-02-2020,0,20,32.2,17.3,48.1,20.8,0
Adilabad,Inderavelly,28-02-2020,0,17.1,33,22.7,71.4,12,0
Adilabad,Inderavelly,29-02-2020,0,18.8,33.1,25.4,74.4,12.1,0
Adilabad,Inderavelly,01-03-2020,0,19.6,33.3,39.4,81.2,12,0
Adilabad,Inderavelly,02-03-2020,0,19.7,32.6,39.4,82,11,0
Adilabad,Inderavelly,03-03-2020,0,20.5,32.6,39.7,85.9,13.4,0
Adilabad,Inderavelly,04-03-2020,0,21.8,35.3,30.9,89.5,12.1,0
Adilabad,Inderavelly,05-03-2020,0,17.6,35,22.9,68.2,16.6,0
Adilabad,Inderavelly,06-03-2020,0,21.8,35.2,23.4,90.1,10.8,0
Adilabad,Inderavelly,07-03-2020,0,20.5,33.3,30.7,99.3,17.6,0
Adilabad,Inderavelly,08-03-2020,0,22.7,33.4,32.4,90.1,12.1,0
Adilabad,Inderavelly,09-03-2020,0,21.9,34.7,46.8,92.8,12.8,0
Adilabad,Inderavelly,10-03-2020,0,21.9,32.6,55,88.8,12.1,0
Adilabad,Inderavelly,11-03-2020,0,24.9,35.9,39.5,76.4,15.5,0
Adilabad,Inderavelly,12-03-2020,0,21.8,35.6,39.5,86.9,9.7,0
Adilabad,Inderavelly,13-03-2020,0,22,35.7,39.2,90.8,13.1,0
Adilabad,Inderavelly,14-03-2020,0.9,21.5,32.6,55.4,89.6,8.7,0
Adilabad,Inderavelly,15-03-2020,0,22.4,32.6,49.3,82.5,14.5,0
Adilabad,Inderavelly,16-03-2020,29.6,21.8,33,46.8,84.8,14.5,0
Adilabad,Inderavelly,17-03-2020,0,22.4,34.7,44.7,82.5,9.9,0
Adilabad,Inderavelly,18-03-2020,0,22.6,35.8,39.7,85.2,14.8,0
Adilabad,Inderavelly,19-03-2020,0.6,21.9,36.8,24.7,91.8,12.2,0
Adilabad,Inderavelly,20-03-2020,0,20.6,36.8,20.8,69,11.2,0
Adilabad,Inderavelly,21-03-2020,0,20.7,36.1,15.4,76.7,14.5,0
Adilabad,Inderavelly,22-03-2020,0,17.4,35.5,12.8,63.1,12.8,0
Adilabad,Inderavelly,23-03-2020,0,20.4,35.3,13.4,63.6,11.6,0
Adilabad,Inderavelly,24-03-2020,0,22.3,36.6,18.8,72.7,11.6,0
Adilabad,Inderavelly,25-03-2020,0,21.4,35.7,24.2,67.7,11.4,0
Adilabad,Inderavelly,26-03-2020,3.2,20.4,35.9,26.9,76.2,20.4,0
Adilabad,Inderavelly,27-03-2020,0,21.7,36.6,21.5,67.7,11.9,0
Adilabad,Inderavelly,28-03-2020,0,22.5,36.7,23.6,68.2,13.6,0
Adilabad,Inderavelly,29-03-2020,0,21.5,36.6,24.9,74.6,15.2,0
Adilabad,Inderavelly,30-03-2020,0,21.9,37.1,25.6,67.3,22.7,0
Adilabad,Inderavelly,31-03-2020,9.9,21.2,36.8,22.9,82.8,17.7,0
Adilabad,Gudihathnur,01-01-2020,0.9,16.2,25,64.4,94.2,8.3,0
Adilabad,Gudihathnur,02-01-2020,0,17.4,25.7,66.9,94.9,4.9,0
Adilabad,Gudihathnur,03-01-2020,10.8,16.1,23.1,76.2,96.3,5.9,0
Adilabad,Gudihathnur,04-01-2020,0,13.9,18.7,91.3,96.8,4.7,0
Adilabad,Gudihathnur,05-01-2020,0,13.9,23.6,66.8,97,3.4,0
Adilabad,Gudihathnur,06-01-2020,0,12.4,25.1,58.4,81,6.9,0
Adilabad,Gudihathnur,07-01-2020,0,14.6,28.2,49.5,85.9,4.9,0
Adilabad,Gudihathnur,08-01-2020,0,19.3,28.7,59.9,92.8,4.8,0
Adilabad,Gudihathnur,09-01-2020,0,19.6,29,59.9,92.8,8.7,0
Adilabad,Gudihathnur,10-01-2020,0,12.3,23.2,70.6,87,3.2,0
Adilabad,Gudihathnur,11-01-2020,0,10.8,25,56.3,81.5,1.9,0
Adilabad,Gudihathnur,12-01-2020,0,9.8,26,41.6,81.8,5.1,0
Adilabad,Gudihathnur,13-01-2020,0,8.9,27.9,29,84.8,5.9,0
Adilabad,Gudihathnur,14-01-2020,0,13.5,30.1,25.6,86,5.6,0
Adilabad,Gudihathnur,15-01-2020,0,16.9,30.2,34,98.4,4.9,0
Adilabad,Gudihathnur,16-01-2020,0,16.9,29,40.9,94.6,9,0
Adilabad,Gudihathnur,17-01-2020,0,17.8,29,41.6,91,9.1,0
Adilabad,Gudihathnur,18-01-2020,0,16.8,28.7,53.4,87.3,5.2,0
Adilabad,Gudihathnur,19-01-2020,0,16.9,29.1,55.3,90.1,7.3,0
Adilabad,Gudihathnur,20-01-2020,0,15.6,29.9,53.2,87.3,3.7,0
Adilabad,Gudihathnur,21-01-2020,0,15.7,26.8,59.4,93.6,5.2,0
Adilabad,Gudihathnur,22-01-2020,0,19.4,30.4,51.7,86.1,8.7,0
Adilabad,Gudihathnur,23-01-2020,0,16.1,30.6,52.2,92.6,7.9,0
Adilabad,Gudihathnur,24-01-2020,0,16.9,33,37.4,87,4.8,0
Adilabad,Gudihathnur,25-01-2020,0,15.9,31.1,42.9,87.8,4.7,0
Adilabad,Gudihathnur,26-01-2020,0,17.1,32,44.7,77.9,5,0
Adilabad,Gudihathnur,27-01-2020,0,13.4,31,32.8,76.8,6.1,0
Adilabad,Gudihathnur,28-01-2020,0,17.9,35.2,27.1,80.7,8.1,0
Adilabad,Gudihathnur,29-01-2020,0,17.3,32.4,35.7,73.7,6.4,0
Adilabad,Gudihathnur,30-01-2020,0,16,30.3,41.8,76.5,5.6,0
Adilabad,Gudihathnur,31-01-2020,0,12.8,28.4,42.6,69.5,8.5,0
Adilabad,Gudihathnur,01-02-2020,0,16.4,28.8,36.5,69.5,5.9,0
Adilabad,Gudihathnur,02-02-2020,0,16.7,29,50.1,70,6.8,0
Adilabad,Gudihathnur,03-02-2020,0,18.3,28.2,54.3,74.7,6.2,0
Adilabad,Gudihathnur,04-02-2020,0,18.2,31.4,41.8,91.3,6.2,0
Adilabad,Gudihathnur,05-02-2020,0,19,32.5,41.5,90.4,7.7,0
Adilabad,Gudihathnur,06-02-2020,0,16.3,30.4,54.7,86.8,6.6,0
Adilabad,Gudihathnur,07-02-2020,0,16.2,33.5,36.8,90.6,6.7,0
Adilabad,Gudihathnur,08-02-2020,0.4,18,31.7,42.4,93.3,8.5,0
Adilabad,Gudihathnur,09-02-2020,0.8,15.4,21.4,75.3,94.2,7.7,0
Adilabad,Gudihathnur,10-02-2020,0,13.7,26.4,56.3,92.9,8.3,0
Adilabad,Gudihathnur,11-02-2020,0,15.5,30.1,51.1,83.1,5.3,0
Adilabad,Gudihathnur,12-02-2020,0,16.5,30.9,49.3,82.1,5.6,0
Adilabad,Gudihathnur,13-02-2020,0,14.7,31.2,36.5,77.3,5.8,0
Adilabad,Gudihathnur,14-02-2020,0,14.9,32.8,31.7,74.5,6.1,0
Adilabad,Gudihathnur,15-02-2020,0,17.1,32.9,27.9,62,6.8,0
Adilabad,Gudihathnur,16-02-2020,0,15.5,33.1,34.2,73.2,6.2,0
Adilabad,Gudihathnur,17-02-2020,0,15.2,33.4,31,64.9,6.5,0
Adilabad,Gudihathnur,18-02-2020,0,13,33,22.6,60.1,6.1,0
Adilabad,Gudihathnur,19-02-2020,0,12.3,32.9,19.1,69,5.9,0
Adilabad,Gudihathnur,20-02-2020,0,18.3,34.2,21.2,83.7,7.3,0
Adilabad,Gudihathnur,21-02-2020,0,19,32.1,40.3,88.5,8.4,0
Adilabad,Gudihathnur,22-02-2020,0,18.5,30.9,46.4,79.9,3.5,0
Adilabad,Gudihathnur,23-02-2020,0,18.6,35,35.4,79.4,6,0
Adilabad,Gudihathnur,24-02-2020,0,19,34.3,34.5,78,8.1,0
Adilabad,Gudihathnur,25-02-2020,0,20.1,35.3,34.1,63.4,8.4,0
Adilabad,Gudihathnur,26-02-2020,0,16.4,31.4,30,56.8,6.3,0
Adilabad,Gudihathnur,27-02-2020,0,14.1,32,23.1,45.3,6.8,0
Adilabad,Gudihathnur,28-02-2020,0,17,33.1,27.9,69.2,6.8,0
Adilabad,Gudihathnur,29-02-2020,0,16.8,33.8,26.1,72.8,8.1,0
Adilabad,Gudihathnur,01-03-2020,0,18.8,34,27.5,76.1,6,0
Adilabad,Gudihathnur,02-03-2020,0,18.8,33.9,37.4,84.2,9.3,0
Adilabad,Gudihathnur,03-03-2020,0,19.4,35.2,37.4,86.1,8.5,0
Adilabad,Gudihathnur,04-03-2020,0,18.1,36,29.2,88.9,6.4,0
Adilabad,Gudihathnur,05-03-2020,0,15.5,35.9,25.7,57.1,4.8,0
Adilabad,Gudihathnur,06-03-2020,0,19.2,34.6,26.8,88.5,6,0
Adilabad,Gudihathnur,07-03-2020,0,19.9,33.9,33.8,90.4,9.3,0
Adilabad,Gudihathnur,08-03-2020,0,21.1,33.9,34.5,88.2,9.6,0
Adilabad,Gudihathnur,09-03-2020,0,20.8,34.5,43.9,90.1,7,0
Adilabad,Gudihathnur,10-03-2020,0,21.7,33.8,49.7,85.3,9,0
Adilabad,Gudihathnur,11-03-2020,0,22.3,36.8,36.6,78.1,10.3,0
Adilabad,Gudihathnur,12-03-2020,0,20.9,34.1,42.1,84.3,8.5,0
Adilabad,Gudihathnur,13-03-2020,0,21.6,34.2,35.7,87.7,7,0
Adilabad,Gudihathnur,14-03-2020,6.4,20,33.6,51.5,93,6.4,0
Adilabad,Gudihathnur,15-03-2020,0,21,32.5,43.9,84.8,6,0
Adilabad,Gudihathnur,16-03-2020,0,21.6,33.9,46.8,77.6,7.5,0
Adilabad,Gudihathnur,17-03-2020,0,20.4,36,38.3,76.1,6.8,0
Adilabad,Gudihathnur,18-03-2020,0,20.4,36.4,38.9,82.7,8.7,0
Adilabad,Gudihathnur,19-03-2020,1.2,20.8,37.4,29.9,85.8,6.3,0
Adilabad,Gudihathnur,20-03-2020,0,19.9,37.8,27.3,77,8.5,0
Adilabad,Gudihathnur,21-03-2020,0,19.2,37.9,25.7,77.6,7.6,0
Adilabad,Gudihathnur,22-03-2020,0,16.2,37.4,22.9,57.6,6.2,0
Adilabad,Gudihathnur,23-03-2020,0,20.4,36.4,21.5,60,7.4,0
Adilabad,Gudihathnur,24-03-2020,0,22.3,38.2,25.9,78.1,6.2,0
Adilabad,Gudihathnur,25-03-2020,8.4,21.3,37.2,33.4,74.8,9,0
Adilabad,Gudihathnur,26-03-2020,0,21.3,37.2,31.3,58.9,9.2,0
Adilabad,Gudihathnur,27-03-2020,0,20.8,37.3,29.9,79,6.9,0
Adilabad,Gudihathnur,28-03-2020,0,22.7,38.3,27.3,68.7,8.4,0
Adilabad,Gudihathnur,29-03-2020,0,22.4,37.9,35.7,79.1,7.5,0
Adilabad,Gudihathnur,30-03-2020,3.3,21.6,37,35.4,70.1,7.3,0
Adilabad,Gudihathnur,31-03-2020,11.8,19.7,37.5,33.4,91.3,9.8,0
Adilabad,Adilabad Rural,01-01-2020,0,19.3,28,69.6,98.6,11.4,0
Adilabad,Adilabad Rural,02-01-2020,0.8,19.7,27.6,70.6,98.1,6.2,0
Adilabad,Adilabad Rural,03-01-2020,17.8,17.2,25,82.6,99.9,9.6,0
Adilabad,Adilabad Rural,04-01-2020,0,17.1,22.1,88.1,100,0.1,0
Adilabad,Adilabad Rural,05-01-2020,0,17,24.9,70.7,98,5.4,0
Adilabad,Adilabad Rural,06-01-2020,0,14.2,27.1,61.7,96.1,9,0
Adilabad,Adilabad Rural,07-01-2020,0,17.3,28.2,54.1,96.8,5.8,0
Adilabad,Adilabad Rural,08-01-2020,0,21.1,30.1,62.6,95,5.4,0
Adilabad,Adilabad Rural,09-01-2020,3.5,21.3,30.1,63.6,99.7,11.3,0
Adilabad,Adilabad Rural,10-01-2020,0,16.7,24.9,76.5,99.4,7.5,0
Adilabad,Adilabad Rural,11-01-2020,0,12.4,25.2,63.2,95.1,10.3,0
Adilabad,Adilabad Rural,12-01-2020,0,11.9,27.5,38.8,95.4,9.7,0
Adilabad,Adilabad Rural,13-01-2020,0,14.2,27.8,28.3,94.1,9.9,0
Adilabad,Adilabad Rural,14-01-2020,0,16.7,30.4,30.8,89.9,5.2,0
Adilabad,Adilabad Rural,15-01-2020,0,20.9,33,40.5,84,9.4,0
Adilabad,Adilabad Rural,16-01-2020,0,17.3,32.3,46.5,92.6,13.4,0
Adilabad,Adilabad Rural,17-01-2020,0,19.2,30.1,46.2,80.3,9.7,0
